mass_mev,2.0000000000e+00,4.0000000000e+00,6.0000000000e+00,8.0000000000e+00,1.0000000000e+01,1.2000000000e+01
U2=1.000000e-01,9.6676557423e+05,3.7516126812e+07,2.4427060323e+05,1.4361534760e-07,7.7938632244e-54,3.2383213581e-230
U2=1.000000e-02,9.9861941873e+03,1.2041796791e+06,2.3780540407e+06,3.5789152146e+04,4.8528366950e-03,1.0464505491e-22
U2=1.000000e-03,1.0033267663e+02,1.4779826706e+04,1.0704197992e+05,1.2114504435e+05,9.2396447462e+03,2.1676672547e+00
U2=1.000000e-04,1.0399364826e+00,1.5139759556e+02,1.3702782566e+03,3.7089860996e+03,3.2332128116e+03,4.5045633440e+02
U2=1.000000e-05,8.7296406272e-03,1.5173901172e+00,1.4097547584e+01,4.3455856673e+01,5.7985771240e+01,2.5792534899e+01
U2=1.000000e-06,1.1374891184e-05,1.5268487800e-02,1.4143495006e-01,4.4207687008e-01,6.2232564448e-01,3.2851580061e-01

