mass_mev,U2=1.00e-07,U2=1.26e-07,U2=1.58e-07,U2=2.00e-07,U2=2.51e-07,U2=3.16e-07,U2=3.98e-07,U2=5.01e-07,U2=6.31e-07,U2=7.94e-07,U2=1.00e-06,U2=1.26e-06,U2=1.58e-06,U2=2.00e-06,U2=2.51e-06,U2=3.16e-06,U2=3.98e-06,U2=5.01e-06,U2=6.31e-06,U2=7.94e-06,U2=1.00e-05,U2=1.26e-05,U2=1.58e-05,U2=2.00e-05,U2=2.51e-05,U2=3.16e-05,U2=3.98e-05,U2=5.01e-05,U2=6.31e-05,U2=7.94e-05,U2=1.00e-04,U2=1.26e-04,U2=1.58e-04,U2=2.00e-04,U2=2.51e-04,U2=3.16e-04,U2=3.98e-04,U2=5.01e-04,U2=6.31e-04,U2=7.94e-04,U2=1.00e-03,U2=1.26e-03,U2=1.58e-03,U2=2.00e-03,U2=2.51e-03,U2=3.16e-03,U2=3.98e-03,U2=5.01e-03,U2=6.31e-03,U2=7.94e-03,U2=1.00e-02,U2=1.26e-02,U2=1.58e-02,U2=2.00e-02,U2=2.51e-02,U2=3.16e-02,U2=3.98e-02,U2=5.01e-02,U2=6.31e-02,U2=7.94e-02,U2=1.00e-01,U2=1.26e-01,U2=1.58e-01,U2=2.00e-01,U2=2.51e-01,U2=3.16e-01,U2=3.98e-01,U2=5.01e-01,U2=6.31e-01,U2=7.94e-01,U2=1.00e+00
2.000000,nan,nan,nan,nan,nan,95.953000,95.965000,95.718000,95.640000,95.362000,95.275000,94.733000,93.791000,92.768000,91.083000,88.481000,85.196000,81.223000,76.730000,72.586000,70.251000,70.247000,71.595000,72.208000,72.177000,71.495000,72.105000,71.857000,71.860000,71.889000,72.009000,71.589000,71.769000,71.799000,71.788000,71.556000,71.910000,71.622000,71.661000,71.860000,71.784000,72.012000,71.812000,71.854000,71.942000,71.593000,71.737000,71.696000,71.828000,71.865000,71.793000,71.665000,72.006000,71.793000,71.657000,71.625000,71.863000,71.508000,71.662000,71.516000,71.401000,71.387000,71.191000,71.293000,71.002000,70.867000,70.612000,70.351000,69.700000,69.313000,68.957000
2.200000,nan,nan,95.947000,95.967000,95.946000,95.648000,95.605000,95.288000,95.035000,94.560000,93.657000,92.389000,90.498000,87.901000,84.372000,80.348000,76.265000,73.195000,72.416000,73.448000,74.347000,74.407000,74.186000,74.237000,74.027000,74.092000,74.256000,74.212000,74.219000,73.958000,74.084000,74.084000,73.961000,74.041000,74.108000,74.107000,73.838000,73.962000,73.964000,74.075000,73.786000,74.114000,74.213000,74.064000,74.061000,74.286000,73.757000,74.171000,74.180000,74.227000,73.962000,73.975000,73.691000,74.120000,73.774000,73.717000,73.810000,73.618000,74.063000,73.734000,73.506000,73.381000,73.396000,72.680000,72.914000,72.503000,72.160000,71.583000,71.176000,70.803000,69.915000
2.400000,95.944000,95.979000,95.724000,95.787000,95.604000,95.369000,95.111000,94.516000,93.645000,92.428000,90.550000,87.992000,84.749000,80.627000,77.260000,74.568000,74.622000,76.148000,76.556000,76.334000,76.013000,76.276000,76.410000,76.032000,75.906000,76.053000,76.210000,76.186000,76.274000,76.236000,75.977000,76.299000,76.004000,76.232000,76.222000,76.032000,76.257000,76.231000,76.000000,75.913000,76.202000,76.035000,75.945000,76.335000,76.251000,75.945000,75.979000,75.999000,76.084000,75.999000,75.951000,75.965000,75.873000,76.135000,75.984000,76.022000,75.714000,75.803000,75.576000,75.230000,75.155000,75.112000,74.786000,74.711000,74.093000,73.889000,73.233000,72.650000,72.285000,71.508000,70.386000
2.600000,95.833000,95.726000,95.801000,95.521000,95.079000,94.625000,93.968000,92.732000,90.743000,88.390000,85.348000,81.764000,78.305000,76.314000,76.767000,77.784000,78.117000,77.889000,77.874000,77.951000,78.143000,78.061000,78.070000,78.023000,78.116000,78.187000,77.885000,78.096000,78.155000,78.040000,78.003000,77.894000,78.087000,77.853000,77.979000,77.911000,78.170000,78.256000,77.744000,77.920000,78.036000,77.704000,77.730000,78.020000,77.984000,78.132000,77.891000,77.888000,77.747000,77.969000,77.717000,77.745000,77.850000,77.623000,77.659000,77.632000,77.658000,76.982000,77.109000,76.909000,76.769000,76.304000,76.047000,75.397000,75.185000,74.474000,74.005000,73.418000,72.641000,71.613000,70.613000
2.800000,95.743000,95.570000,95.146000,94.948000,94.091000,93.129000,91.477000,89.357000,86.534000,83.142000,79.811000,77.946000,78.450000,79.546000,79.901000,79.487000,79.507000,79.586000,79.594000,79.532000,79.783000,79.504000,79.597000,79.673000,79.809000,79.654000,79.450000,79.642000,79.699000,79.440000,79.529000,79.714000,79.713000,79.464000,79.861000,79.657000,79.519000,79.740000,79.446000,79.430000,79.363000,79.640000,79.668000,79.479000,79.485000,79.353000,79.537000,79.253000,79.434000,79.575000,79.539000,79.278000,79.325000,79.018000,78.894000,79.022000,78.724000,78.837000,78.130000,78.185000,77.674000,77.411000,77.291000,76.505000,76.001000,75.253000,74.720000,73.502000,72.512000,71.337000,70.317000
3.000000,95.412000,95.033000,94.428000,93.719000,92.264000,90.367000,87.852000,84.754000,81.388000,79.448000,79.932000,80.807000,81.539000,81.335000,80.957000,81.024000,80.962000,81.039000,81.036000,80.902000,80.853000,80.878000,81.108000,81.121000,80.783000,81.074000,81.022000,80.984000,80.948000,81.072000,80.865000,81.092000,80.828000,81.067000,80.977000,81.098000,81.043000,81.053000,80.696000,81.049000,81.171000,81.002000,80.955000,81.053000,81.002000,80.928000,80.861000,81.066000,80.618000,80.984000,80.732000,80.836000,80.416000,80.482000,80.517000,80.248000,80.039000,79.620000,79.356000,79.169000,78.647000,78.072000,77.740000,77.304000,76.662000,75.699000,74.757000,73.553000,72.847000,71.640000,70.067000
3.200000,94.801000,94.106000,92.976000,91.482000,89.350000,86.702000,83.574000,81.224000,80.708000,81.824000,82.464000,82.375000,82.155000,82.292000,82.066000,82.166000,82.149000,82.220000,82.290000,82.298000,82.536000,82.360000,82.345000,82.272000,82.320000,82.349000,82.326000,82.157000,82.412000,82.291000,82.173000,82.454000,82.259000,82.405000,82.128000,82.129000,82.234000,82.329000,82.256000,82.265000,82.176000,82.405000,82.297000,82.191000,82.298000,82.225000,82.025000,81.983000,82.070000,81.941000,81.813000,81.963000,81.464000,81.596000,81.308000,81.351000,80.750000,80.725000,80.425000,79.779000,79.244000,78.968000,78.211000,77.340000,76.639000,75.734000,74.651000,73.638000,72.475000,71.146000,69.735000
3.400000,93.759000,92.614000,90.832000,88.364000,85.786000,83.089000,82.070000,82.835000,83.601000,83.586000,83.352000,83.290000,83.317000,83.403000,83.489000,83.453000,83.381000,83.518000,83.586000,83.395000,83.477000,83.572000,83.268000,83.334000,83.535000,83.378000,83.429000,83.529000,83.404000,83.554000,83.580000,83.113000,83.413000,83.435000,83.079000,83.349000,83.462000,83.526000,83.534000,83.377000,83.425000,83.214000,83.289000,83.422000,83.208000,83.309000,83.386000,83.332000,83.027000,83.037000,82.849000,82.802000,82.596000,82.778000,82.435000,81.902000,81.728000,81.486000,81.037000,80.327000,79.994000,79.355000,78.526000,77.885000,76.772000,75.613000,74.549000,73.526000,72.238000,70.985000,69.773000
3.600000,92.077000,90.141000,87.977000,85.089000,83.377000,83.471000,84.292000,84.719000,84.436000,84.185000,84.427000,84.352000,84.417000,84.493000,84.230000,84.457000,84.342000,84.466000,84.484000,84.150000,84.471000,84.293000,84.535000,84.585000,84.442000,84.438000,84.686000,84.386000,84.597000,84.310000,84.523000,84.378000,84.484000,84.368000,84.281000,84.260000,84.541000,84.468000,84.423000,84.540000,84.475000,84.366000,84.259000,84.341000,84.231000,84.289000,84.152000,83.990000,83.830000,83.651000,83.819000,83.789000,83.364000,83.155000,82.791000,82.794000,82.295000,81.981000,81.332000,80.867000,80.153000,79.454000,78.537000,77.658000,76.698000,75.592000,74.640000,73.284000,72.065000,70.567000,69.404000
3.800000,90.028000,87.515000,85.202000,83.954000,84.650000,85.330000,85.528000,85.435000,85.286000,85.428000,85.292000,85.352000,85.375000,85.296000,85.489000,85.525000,85.501000,85.401000,85.504000,85.368000,85.211000,85.459000,85.299000,85.212000,85.266000,85.541000,85.299000,85.362000,85.353000,85.430000,85.352000,85.233000,85.360000,85.555000,85.332000,85.196000,85.340000,85.440000,85.397000,85.359000,85.148000,85.344000,85.373000,85.137000,85.089000,85.022000,84.721000,85.082000,84.968000,84.843000,84.559000,84.180000,84.151000,83.851000,83.543000,83.500000,82.505000,82.296000,81.701000,81.064000,80.412000,79.538000,78.760000,77.646000,76.804000,75.599000,74.496000,73.113000,71.669000,70.642000,69.181000
4.000000,87.245000,85.395000,85.014000,85.713000,86.484000,86.324000,86.071000,86.173000,86.239000,86.178000,86.172000,85.911000,86.275000,86.254000,86.237000,86.083000,86.374000,86.290000,86.243000,86.158000,86.112000,86.334000,86.217000,86.333000,86.208000,86.104000,86.301000,86.078000,86.210000,86.157000,86.016000,86.042000,86.155000,86.086000,86.152000,86.011000,86.237000,86.233000,86.062000,86.047000,86.363000,86.256000,85.912000,85.906000,85.834000,85.659000,85.650000,85.965000,85.528000,85.344000,85.172000,84.934000,84.608000,84.400000,84.069000,83.577000,83.274000,82.745000,82.138000,81.210000,80.544000,79.687000,78.571000,77.643000,76.513000,75.174000,74.170000,72.992000,71.591000,70.447000,69.208000
4.200000,85.882000,86.128000,86.815000,87.157000,87.041000,86.735000,86.964000,86.974000,86.756000,86.957000,87.056000,87.047000,87.168000,87.068000,86.863000,86.856000,86.947000,86.792000,86.952000,87.261000,86.944000,87.087000,86.847000,86.681000,87.125000,86.696000,86.992000,86.939000,86.854000,87.133000,86.901000,86.888000,86.961000,86.669000,87.060000,86.816000,86.892000,86.971000,86.832000,86.732000,86.726000,86.684000,86.722000,86.754000,86.754000,86.620000,86.469000,86.147000,86.342000,85.882000,85.806000,85.675000,85.320000,85.048000,84.565000,83.791000,83.758000,82.846000,82.392000,81.418000,80.649000,79.512000,78.808000,77.546000,76.495000,75.343000,73.941000,73.056000,71.987000,70.794000,69.473000
4.400000,87.215000,87.877000,87.846000,87.520000,87.588000,87.707000,87.556000,87.406000,87.539000,87.561000,87.764000,87.563000,87.616000,87.405000,87.595000,87.780000,87.486000,87.593000,87.682000,87.591000,87.632000,87.893000,87.622000,87.638000,87.634000,87.800000,87.826000,87.688000,87.524000,87.775000,87.646000,87.655000,87.591000,87.578000,87.592000,87.702000,87.820000,87.603000,87.446000,87.579000,87.654000,87.480000,87.254000,87.281000,87.191000,87.305000,86.906000,86.930000,86.618000,86.368000,86.240000,85.949000,85.494000,85.312000,84.888000,84.272000,83.666000,82.768000,82.310000,81.694000,80.610000,79.595000,78.816000,77.412000,76.408000,75.506000,74.161000,73.106000,71.892000,70.856000,69.636000
4.600000,88.509000,88.500000,88.281000,88.281000,88.339000,88.118000,88.150000,88.053000,88.311000,88.219000,88.320000,88.283000,88.315000,88.308000,88.349000,88.320000,88.320000,88.360000,88.260000,88.179000,88.410000,88.162000,88.184000,88.259000,88.086000,88.257000,88.204000,88.309000,88.179000,88.135000,88.268000,88.294000,88.158000,88.132000,88.334000,88.141000,88.262000,88.187000,88.033000,88.318000,88.087000,88.067000,87.928000,87.890000,87.818000,87.672000,87.337000,87.393000,87.384000,86.921000,86.589000,86.442000,85.940000,85.618000,84.988000,84.561000,83.942000,83.147000,82.349000,81.650000,80.491000,79.718000,78.578000,77.271000,76.159000,75.405000,74.130000,73.321000,72.056000,70.835000,70.219000
4.800000,89.047000,88.584000,88.839000,88.779000,88.864000,88.886000,88.904000,88.679000,88.694000,88.871000,88.987000,88.854000,88.665000,88.660000,88.854000,88.803000,88.655000,88.813000,88.931000,88.857000,88.912000,89.005000,88.865000,88.911000,88.876000,88.828000,88.892000,88.780000,88.659000,88.845000,88.923000,88.498000,88.575000,88.839000,88.767000,88.675000,88.666000,88.667000,88.740000,88.371000,88.580000,88.690000,88.420000,88.206000,88.250000,88.097000,87.881000,87.594000,87.392000,87.074000,86.867000,86.629000,86.262000,85.946000,85.129000,84.693000,84.060000,83.284000,82.466000,81.479000,80.709000,79.435000,78.677000,77.505000,76.696000,75.794000,74.263000,73.401000,72.068000,71.329000,70.682000
5.000000,89.207000,89.362000,89.220000,89.068000,89.126000,89.369000,89.247000,89.264000,89.198000,89.312000,89.043000,89.425000,89.377000,89.245000,89.323000,89.449000,89.369000,89.328000,89.152000,89.256000,89.277000,89.413000,89.196000,89.302000,89.381000,89.282000,89.293000,89.344000,89.462000,89.365000,89.294000,89.205000,89.179000,89.406000,89.209000,89.146000,89.169000,89.225000,89.012000,89.128000,88.926000,89.152000,88.784000,88.920000,88.645000,88.270000,88.274000,87.970000,87.883000,87.619000,87.202000,86.887000,86.325000,85.850000,85.322000,84.684000,84.035000,83.336000,82.341000,81.451000,80.503000,79.480000,78.679000,77.870000,76.548000,75.473000,74.434000,73.805000,72.651000,71.721000,70.914000
5.200000,89.689000,89.986000,89.726000,89.792000,89.830000,89.799000,89.882000,89.871000,89.694000,89.785000,89.751000,89.857000,89.827000,89.804000,89.681000,89.730000,89.812000,89.843000,89.992000,89.703000,89.702000,89.739000,89.741000,89.870000,89.822000,89.804000,89.763000,89.679000,89.645000,89.635000,89.787000,89.699000,89.960000,89.728000,89.650000,89.658000,89.574000,89.602000,89.604000,89.568000,89.512000,89.377000,89.246000,89.036000,88.971000,88.856000,88.766000,88.584000,88.427000,87.929000,87.551000,87.175000,86.615000,86.141000,85.364000,85.030000,84.098000,83.423000,82.646000,81.596000,80.378000,79.661000,78.608000,77.805000,76.981000,75.686000,75.077000,74.154000,72.961000,72.127000,71.331000
5.400000,90.204000,90.122000,90.120000,90.191000,90.114000,90.230000,89.954000,90.144000,90.182000,90.214000,90.267000,90.134000,90.193000,90.219000,90.175000,90.403000,90.217000,90.255000,90.300000,90.429000,90.199000,90.151000,90.306000,90.044000,90.117000,90.079000,90.262000,90.215000,90.122000,90.212000,90.219000,90.305000,90.081000,90.236000,90.224000,90.207000,89.997000,90.044000,90.097000,89.870000,89.685000,89.719000,89.660000,89.415000,89.517000,89.000000,89.012000,88.694000,88.573000,88.135000,87.653000,87.347000,86.828000,86.197000,85.555000,84.852000,84.068000,83.299000,82.562000,81.556000,80.943000,79.718000,78.738000,77.991000,76.908000,75.859000,75.307000,74.213000,73.559000,72.649000,71.560000
5.600000,90.767000,90.523000,90.633000,90.582000,90.620000,90.646000,90.793000,90.736000,90.692000,90.596000,90.674000,90.407000,90.506000,90.431000,90.660000,90.748000,90.452000,90.664000,90.583000,90.504000,90.482000,90.546000,90.506000,90.612000,90.604000,90.587000,90.514000,90.565000,90.467000,90.498000,90.440000,90.550000,90.506000,90.479000,90.510000,90.396000,90.257000,90.245000,90.290000,90.151000,90.098000,89.916000,89.873000,89.828000,89.673000,89.568000,89.237000,88.864000,88.487000,88.446000,87.813000,87.256000,86.791000,86.210000,85.676000,84.906000,84.298000,83.176000,82.585000,81.458000,80.993000,80.039000,78.853000,78.216000,77.274000,76.364000,75.751000,74.780000,73.856000,72.895000,72.267000
5.800000,90.859000,91.001000,90.926000,90.950000,90.838000,90.983000,91.002000,90.774000,90.818000,91.066000,91.004000,91.072000,90.947000,90.833000,91.067000,91.037000,90.855000,91.232000,90.906000,91.005000,90.869000,91.087000,90.902000,90.721000,90.948000,91.031000,90.971000,91.053000,90.961000,91.000000,90.998000,90.876000,90.907000,90.861000,90.938000,90.777000,90.804000,90.776000,90.554000,90.708000,90.299000,90.370000,90.366000,90.117000,89.918000,89.555000,89.428000,89.118000,89.016000,88.440000,87.924000,87.488000,86.877000,86.251000,85.753000,85.053000,84.101000,83.520000,82.603000,81.705000,81.025000,80.242000,79.308000,78.399000,77.686000,77.059000,75.698000,74.935000,74.419000,73.385000,72.740000
6.000000,91.311000,91.195000,91.383000,91.216000,91.465000,91.376000,91.153000,91.461000,91.400000,91.195000,91.340000,91.262000,91.215000,91.194000,91.174000,91.274000,91.165000,91.173000,91.370000,91.314000,91.177000,91.300000,91.448000,91.101000,91.317000,91.360000,91.332000,91.175000,91.334000,91.160000,91.159000,91.264000,91.140000,91.138000,91.135000,91.058000,91.104000,90.983000,90.937000,90.800000,90.841000,90.595000,90.456000,90.260000,90.101000,89.891000,89.589000,89.279000,88.952000,88.601000,88.093000,87.479000,87.189000,86.492000,85.803000,84.934000,84.319000,83.580000,82.873000,82.098000,81.368000,80.155000,79.636000,78.610000,77.979000,76.938000,76.197000,75.432000,74.608000,73.579000,73.332000
6.200000,91.710000,91.665000,91.701000,91.491000,91.589000,91.717000,91.670000,91.582000,91.600000,91.544000,91.631000,91.432000,91.770000,91.505000,91.454000,91.529000,91.442000,91.646000,91.515000,91.708000,91.644000,91.618000,91.693000,91.732000,91.588000,91.579000,91.522000,91.537000,91.427000,91.471000,91.588000,91.461000,91.547000,91.559000,91.554000,91.321000,91.467000,91.298000,91.141000,90.960000,91.096000,90.920000,90.814000,90.498000,90.190000,90.122000,89.741000,89.609000,88.997000,88.770000,88.137000,87.705000,86.985000,86.372000,85.864000,85.114000,84.533000,83.868000,82.998000,82.108000,81.302000,80.536000,79.909000,78.826000,78.359000,77.450000,76.539000,75.824000,75.236000,74.494000,74.046000
6.400000,91.846000,92.102000,91.794000,91.968000,91.965000,91.848000,91.840000,92.022000,91.923000,91.833000,91.924000,91.822000,91.904000,91.871000,92.068000,91.877000,91.897000,91.958000,91.982000,92.130000,92.074000,91.827000,91.911000,91.890000,91.752000,91.788000,91.831000,91.894000,91.845000,91.997000,91.711000,91.855000,91.696000,91.853000,91.762000,91.773000,91.552000,91.539000,91.524000,91.478000,91.260000,91.081000,90.800000,90.726000,90.530000,89.994000,89.905000,89.435000,89.266000,88.600000,88.240000,87.687000,87.344000,86.607000,85.751000,85.298000,84.600000,83.892000,83.045000,82.139000,81.601000,80.712000,80.163000,79.372000,78.519000,77.752000,76.653000,76.208000,75.537000,75.363000,74.837000
6.600000,92.131000,92.047000,92.205000,92.230000,92.244000,92.213000,92.209000,92.081000,92.127000,92.206000,92.214000,92.235000,92.178000,92.116000,92.103000,92.163000,92.261000,92.261000,92.302000,92.159000,92.331000,92.325000,92.135000,92.194000,91.996000,91.963000,92.161000,92.136000,92.040000,92.027000,92.152000,91.834000,92.078000,92.327000,92.139000,91.925000,91.755000,91.718000,91.834000,91.525000,91.445000,91.275000,91.153000,91.013000,90.643000,90.443000,90.005000,89.718000,89.312000,88.821000,88.559000,87.822000,87.446000,86.438000,85.905000,85.411000,84.659000,83.882000,83.399000,82.422000,81.928000,80.912000,80.301000,79.666000,78.943000,78.078000,77.441000,76.851000,76.468000,75.925000,75.958000
6.800000,92.453000,92.353000,92.487000,92.280000,92.439000,92.551000,92.649000,92.401000,92.448000,92.334000,92.470000,92.424000,92.367000,92.492000,92.445000,92.419000,92.327000,92.414000,92.265000,92.572000,92.616000,92.497000,92.312000,92.344000,92.453000,92.596000,92.350000,92.375000,92.289000,92.344000,92.291000,92.246000,92.193000,92.177000,92.146000,92.148000,92.102000,91.911000,91.880000,91.678000,91.547000,91.569000,91.121000,90.914000,90.848000,90.620000,90.248000,89.889000,89.520000,88.683000,88.609000,87.855000,87.644000,86.674000,86.095000,85.564000,84.839000,84.108000,83.580000,82.681000,82.007000,81.073000,80.471000,79.745000,79.267000,78.524000,77.885000,77.390000,77.062000,76.710000,76.698000
7.000000,92.713000,92.587000,92.589000,92.549000,92.688000,92.656000,92.746000,92.723000,92.621000,92.675000,92.563000,92.733000,92.666000,92.628000,92.648000,92.572000,92.611000,92.670000,92.747000,92.733000,92.677000,92.801000,92.643000,92.564000,92.576000,92.614000,92.683000,92.633000,92.644000,92.553000,92.558000,92.428000,92.486000,92.423000,92.552000,92.425000,92.229000,92.101000,91.773000,91.950000,91.766000,91.463000,91.320000,91.135000,91.037000,90.561000,90.160000,89.906000,89.370000,89.088000,88.613000,88.087000,87.311000,86.900000,86.202000,85.503000,84.936000,84.216000,83.901000,83.140000,82.453000,81.638000,80.891000,80.271000,79.487000,78.771000,78.597000,78.217000,77.946000,77.707000,77.439000
7.200000,92.881000,92.958000,92.890000,92.816000,92.887000,92.957000,92.858000,93.003000,92.941000,92.857000,92.858000,92.809000,92.857000,92.897000,92.978000,92.919000,92.842000,92.913000,92.870000,92.681000,92.891000,92.854000,92.868000,92.847000,92.836000,92.841000,92.791000,92.717000,92.759000,92.877000,92.702000,92.737000,92.823000,92.575000,92.653000,92.415000,92.342000,92.411000,92.134000,92.124000,91.859000,91.792000,91.658000,91.397000,91.268000,90.902000,90.376000,89.963000,89.527000,89.155000,88.592000,88.014000,87.695000,86.971000,86.395000,85.772000,85.020000,84.545000,84.011000,83.159000,82.496000,81.605000,81.120000,80.292000,79.868000,79.610000,78.977000,78.824000,78.636000,78.609000,78.496000
7.400000,93.143000,93.085000,93.138000,93.132000,93.061000,93.013000,93.087000,93.088000,93.038000,93.169000,92.916000,93.090000,93.153000,92.952000,93.150000,93.045000,93.040000,93.111000,92.978000,93.082000,93.134000,93.108000,93.093000,92.981000,93.112000,93.130000,93.114000,93.082000,93.066000,93.057000,92.880000,92.957000,92.811000,92.568000,92.653000,92.693000,92.660000,92.281000,92.241000,92.339000,92.184000,92.078000,91.657000,91.426000,91.232000,90.917000,90.595000,90.048000,89.752000,89.157000,88.626000,88.350000,87.598000,87.338000,86.703000,85.911000,85.454000,84.733000,84.210000,83.259000,82.707000,82.104000,81.665000,80.603000,80.406000,80.018000,79.927000,79.598000,79.479000,79.614000,79.128000
7.600000,93.212000,93.290000,93.266000,93.294000,93.227000,93.184000,93.177000,93.373000,93.284000,93.293000,93.156000,93.274000,93.213000,93.141000,93.240000,93.187000,93.228000,93.256000,93.324000,93.282000,93.410000,93.209000,93.161000,93.211000,93.245000,93.312000,93.259000,93.321000,93.115000,93.159000,92.999000,93.031000,92.899000,92.962000,92.962000,92.921000,92.665000,92.637000,92.679000,92.320000,92.392000,91.991000,91.935000,91.396000,91.294000,91.040000,90.618000,90.216000,89.778000,89.324000,88.752000,88.211000,87.807000,87.275000,86.774000,86.198000,85.419000,85.021000,84.417000,83.590000,82.989000,82.418000,81.684000,81.284000,80.922000,80.336000,80.206000,80.322000,80.321000,80.334000,80.332000
7.800000,93.371000,93.359000,93.287000,93.463000,93.454000,93.275000,93.598000,93.246000,93.544000,93.531000,93.324000,93.455000,93.356000,93.490000,93.358000,93.372000,93.384000,93.434000,93.386000,93.327000,93.381000,93.396000,93.377000,93.380000,93.243000,93.465000,93.329000,93.210000,93.328000,93.295000,93.436000,93.284000,92.992000,93.175000,92.953000,93.026000,92.861000,92.677000,92.479000,92.545000,92.268000,92.177000,91.984000,91.740000,91.353000,91.229000,90.668000,90.406000,89.885000,89.456000,89.083000,88.237000,87.899000,87.318000,87.006000,86.279000,85.613000,84.998000,84.575000,83.863000,83.151000,82.710000,82.120000,81.760000,81.595000,81.452000,81.138000,81.168000,81.044000,81.240000,80.798000
8.000000,93.737000,93.641000,93.532000,93.537000,93.627000,93.569000,93.552000,93.757000,93.596000,93.587000,93.726000,93.678000,93.576000,93.626000,93.558000,93.480000,93.528000,93.383000,93.474000,93.505000,93.508000,93.483000,93.511000,93.705000,93.551000,93.672000,93.619000,93.586000,93.414000,93.322000,93.462000,93.332000,93.154000,93.376000,93.169000,93.136000,92.906000,92.878000,92.770000,92.565000,92.355000,92.073000,92.069000,91.538000,91.326000,91.162000,90.686000,90.245000,89.852000,89.472000,89.058000,88.533000,88.165000,87.479000,86.787000,86.487000,86.004000,85.314000,84.701000,84.063000,83.559000,83.112000,82.330000,82.379000,82.088000,82.202000,81.563000,81.892000,81.641000,81.484000,81.715000
8.200000,93.882000,93.907000,93.741000,93.598000,93.832000,93.811000,93.663000,93.798000,93.733000,93.694000,93.859000,93.690000,93.752000,93.765000,93.785000,93.627000,93.774000,93.734000,93.779000,93.858000,93.581000,93.754000,93.576000,93.791000,93.732000,93.715000,93.552000,93.686000,93.639000,93.450000,93.380000,93.435000,93.437000,93.384000,93.478000,93.218000,93.175000,93.112000,92.895000,92.707000,92.545000,92.351000,92.141000,91.906000,91.416000,91.141000,90.819000,90.578000,89.919000,89.809000,89.082000,88.827000,88.288000,87.768000,87.278000,86.908000,85.995000,85.464000,84.925000,84.424000,83.639000,83.534000,83.287000,82.796000,82.635000,82.450000,82.579000,82.538000,82.409000,82.224000,82.620000
8.400000,93.940000,93.842000,93.824000,93.924000,93.797000,93.858000,93.874000,93.805000,93.946000,94.060000,93.811000,94.010000,93.925000,93.949000,93.719000,93.723000,93.806000,93.839000,93.935000,93.756000,93.762000,93.822000,93.895000,93.772000,93.773000,93.806000,93.834000,93.909000,93.727000,93.784000,93.677000,93.670000,93.502000,93.384000,93.305000,93.419000,93.299000,93.147000,93.042000,92.686000,92.584000,92.416000,92.253000,91.989000,91.645000,91.340000,90.890000,90.436000,90.482000,89.886000,89.203000,88.870000,88.402000,87.825000,87.362000,86.858000,86.349000,85.770000,85.137000,84.672000,84.104000,83.772000,83.720000,83.390000,83.223000,83.237000,83.284000,83.199000,83.393000,83.418000,83.154000
