mass_mev,U2=1.00e-07,U2=1.26e-07,U2=1.58e-07,U2=2.00e-07,U2=2.51e-07,U2=3.16e-07,U2=3.98e-07,U2=5.01e-07,U2=6.31e-07,U2=7.94e-07,U2=1.00e-06,U2=1.26e-06,U2=1.58e-06,U2=2.00e-06,U2=2.51e-06,U2=3.16e-06,U2=3.98e-06,U2=5.01e-06,U2=6.31e-06,U2=7.94e-06,U2=1.00e-05,U2=1.26e-05,U2=1.58e-05,U2=2.00e-05,U2=2.51e-05,U2=3.16e-05,U2=3.98e-05,U2=5.01e-05,U2=6.31e-05,U2=7.94e-05,U2=1.00e-04,U2=1.26e-04,U2=1.58e-04,U2=2.00e-04,U2=2.51e-04,U2=3.16e-04,U2=3.98e-04,U2=5.01e-04,U2=6.31e-04,U2=7.94e-04,U2=1.00e-03,U2=1.26e-03,U2=1.58e-03,U2=2.00e-03,U2=2.51e-03,U2=3.16e-03,U2=3.98e-03,U2=5.01e-03,U2=6.31e-03,U2=7.94e-03,U2=1.00e-02,U2=1.26e-02,U2=1.58e-02,U2=2.00e-02,U2=2.51e-02,U2=3.16e-02,U2=3.98e-02,U2=5.01e-02,U2=6.31e-02,U2=7.94e-02,U2=1.00e-01
6.000000,95.262000,95.346000,95.299000,95.194000,95.324000,95.184000,95.435000,95.183000,95.276000,95.330000,95.243000,95.318000,95.293000,95.428000,95.296000,95.232000,95.220000,95.269000,95.248000,95.243000,95.177000,95.182000,95.226000,95.221000,95.278000,95.317000,95.312000,95.366000,95.306000,95.330000,95.429000,95.242000,95.173000,95.306000,95.250000,95.239000,95.149000,94.972000,95.171000,95.124000,94.898000,94.997000,94.872000,94.797000,94.577000,94.375000,94.283000,94.211000,93.954000,93.784000,93.413000,93.042000,92.946000,92.254000,91.997000,91.497000,90.840000,90.592000,89.984000,89.311000,88.778000
6.200000,95.516000,95.502000,95.475000,95.547000,95.399000,95.472000,95.539000,95.408000,95.523000,95.452000,95.349000,95.588000,95.512000,95.497000,95.397000,95.476000,95.478000,95.479000,95.684000,95.442000,95.469000,95.521000,95.422000,95.463000,95.477000,95.414000,95.483000,95.502000,95.335000,95.471000,95.429000,95.499000,95.437000,95.477000,95.376000,95.367000,95.396000,95.264000,95.314000,95.340000,95.080000,94.927000,95.096000,94.881000,94.809000,94.552000,94.515000,94.325000,94.029000,93.884000,93.524000,93.242000,92.860000,92.481000,92.021000,91.591000,91.111000,90.559000,90.085000,89.496000,88.962000
6.400000,95.664000,95.649000,95.666000,95.621000,95.579000,95.651000,95.575000,95.688000,95.709000,95.628000,95.673000,95.695000,95.710000,95.748000,95.604000,95.614000,95.613000,95.634000,95.780000,95.700000,95.715000,95.701000,95.677000,95.589000,95.785000,95.644000,95.667000,95.577000,95.421000,95.650000,95.696000,95.500000,95.619000,95.533000,95.577000,95.572000,95.356000,95.478000,95.464000,95.366000,95.323000,95.151000,95.137000,95.051000,94.926000,94.731000,94.505000,94.364000,94.137000,93.806000,93.617000,93.378000,93.051000,92.570000,92.181000,91.708000,91.324000,90.793000,90.355000,89.678000,89.104000
6.600000,95.934000,95.953000,95.849000,95.842000,95.838000,95.861000,95.830000,95.793000,95.848000,95.891000,95.895000,95.883000,95.842000,95.889000,95.780000,95.881000,95.894000,95.737000,95.802000,95.889000,96.012000,95.873000,95.905000,95.973000,95.800000,95.796000,95.846000,95.883000,95.870000,95.839000,95.740000,95.733000,95.790000,95.794000,95.824000,95.599000,95.646000,95.635000,95.647000,95.599000,95.444000,95.406000,95.192000,95.048000,95.008000,94.869000,94.627000,94.517000,94.328000,93.859000,93.761000,93.293000,92.959000,92.615000,92.205000,91.888000,91.323000,90.781000,90.363000,89.912000,89.381000
6.800000,95.930000,95.905000,95.912000,95.857000,96.088000,96.000000,96.008000,95.889000,96.053000,96.084000,95.943000,96.064000,96.013000,95.910000,95.903000,95.989000,95.927000,95.914000,95.982000,95.994000,96.087000,96.032000,95.942000,95.936000,96.044000,95.937000,95.963000,95.928000,95.945000,95.929000,95.909000,95.988000,95.904000,95.874000,95.972000,95.703000,95.747000,95.718000,95.683000,95.603000,95.563000,95.412000,95.424000,95.221000,95.119000,94.906000,94.821000,94.466000,94.285000,93.785000,93.872000,93.513000,93.223000,92.734000,92.367000,91.829000,91.486000,90.991000,90.516000,90.066000,89.626000
7.000000,96.201000,96.166000,96.198000,96.169000,96.129000,96.096000,96.166000,96.093000,96.148000,96.033000,96.113000,96.203000,96.069000,96.088000,96.054000,96.139000,96.023000,96.223000,96.065000,96.274000,96.047000,96.094000,96.262000,96.147000,96.147000,96.005000,96.105000,96.051000,96.104000,96.184000,96.059000,96.103000,96.024000,96.034000,95.930000,96.004000,95.937000,95.741000,95.794000,95.652000,95.592000,95.550000,95.527000,95.273000,95.186000,94.890000,94.792000,94.677000,94.391000,93.958000,93.788000,93.600000,93.025000,92.866000,92.273000,91.964000,91.712000,91.018000,90.598000,90.256000,89.735000
7.200000,96.288000,96.259000,96.182000,96.179000,96.177000,96.265000,96.140000,96.203000,96.306000,96.283000,96.167000,96.194000,96.144000,96.192000,96.212000,96.371000,96.250000,96.199000,96.177000,96.174000,96.201000,96.206000,96.267000,96.184000,96.246000,96.162000,96.151000,96.245000,96.079000,96.180000,96.093000,96.221000,96.093000,96.087000,96.150000,96.027000,95.887000,95.954000,95.815000,95.956000,95.649000,95.453000,95.631000,95.439000,95.125000,95.068000,94.953000,94.712000,94.401000,94.126000,93.786000,93.549000,93.328000,92.972000,92.463000,92.191000,91.697000,91.364000,90.964000,90.225000,89.905000
7.400000,96.309000,96.379000,96.427000,96.542000,96.360000,96.378000,96.422000,96.456000,96.381000,96.388000,96.319000,96.367000,96.299000,96.411000,96.421000,96.429000,96.414000,96.326000,96.358000,96.397000,96.339000,96.394000,96.337000,96.289000,96.382000,96.395000,96.338000,96.319000,96.316000,96.340000,96.291000,96.281000,96.230000,96.299000,96.187000,96.115000,96.068000,96.085000,95.991000,95.994000,95.932000,95.897000,95.706000,95.529000,95.382000,95.116000,94.914000,94.782000,94.500000,94.138000,94.013000,93.709000,93.356000,93.109000,92.724000,92.215000,91.849000,91.471000,91.152000,90.658000,89.957000
7.600000,96.533000,96.466000,96.428000,96.432000,96.382000,96.362000,96.354000,96.534000,96.496000,96.497000,96.481000,96.439000,96.494000,96.471000,96.389000,96.372000,96.507000,96.460000,96.450000,96.448000,96.470000,96.463000,96.374000,96.376000,96.351000,96.397000,96.489000,96.404000,96.299000,96.493000,96.362000,96.299000,96.315000,96.355000,96.358000,96.208000,96.165000,96.104000,96.000000,95.974000,95.970000,95.713000,95.726000,95.542000,95.278000,95.222000,94.955000,94.819000,94.313000,94.260000,93.945000,93.681000,93.427000,92.937000,92.695000,92.276000,92.108000,91.563000,91.144000,90.807000,90.183000
7.800000,96.471000,96.532000,96.527000,96.459000,96.590000,96.572000,96.486000,96.570000,96.514000,96.442000,96.473000,96.573000,96.549000,96.533000,96.496000,96.584000,96.506000,96.577000,96.516000,96.482000,96.644000,96.553000,96.594000,96.548000,96.569000,96.387000,96.582000,96.476000,96.530000,96.518000,96.416000,96.442000,96.424000,96.300000,96.355000,96.252000,96.158000,96.167000,96.122000,96.151000,96.049000,95.758000,95.758000,95.600000,95.345000,95.312000,94.966000,94.761000,94.548000,94.314000,93.926000,93.740000,93.509000,93.150000,92.726000,92.391000,92.017000,91.589000,91.358000,90.800000,90.319000
8.000000,96.653000,96.594000,96.536000,96.655000,96.593000,96.468000,96.543000,96.579000,96.646000,96.611000,96.657000,96.587000,96.620000,96.520000,96.628000,96.667000,96.514000,96.640000,96.575000,96.505000,96.484000,96.618000,96.583000,96.606000,96.545000,96.633000,96.510000,96.590000,96.573000,96.519000,96.476000,96.519000,96.432000,96.497000,96.397000,96.368000,96.223000,96.219000,96.239000,96.077000,95.957000,95.865000,95.720000,95.583000,95.447000,95.318000,95.098000,94.901000,94.424000,94.361000,94.087000,93.675000,93.439000,93.118000,92.826000,92.577000,92.194000,91.762000,91.386000,90.927000,90.646000
8.200000,96.731000,96.807000,96.745000,96.710000,96.750000,96.764000,96.714000,96.752000,96.779000,96.643000,96.677000,96.694000,96.588000,96.788000,96.719000,96.723000,96.739000,96.754000,96.775000,96.753000,96.754000,96.749000,96.762000,96.723000,96.732000,96.675000,96.683000,96.747000,96.768000,96.626000,96.614000,96.605000,96.598000,96.551000,96.543000,96.380000,96.437000,96.285000,96.341000,96.075000,96.075000,95.891000,95.776000,95.693000,95.555000,95.201000,95.188000,94.892000,94.646000,94.555000,94.086000,93.984000,93.700000,93.341000,92.969000,92.853000,92.481000,91.899000,91.629000,91.010000,90.866000
8.400000,96.793000,96.746000,96.783000,96.655000,96.759000,96.721000,96.726000,96.714000,96.878000,96.743000,96.852000,96.825000,96.877000,96.810000,96.816000,96.738000,96.806000,96.753000,96.795000,96.610000,96.738000,96.778000,96.762000,96.703000,96.673000,96.766000,96.690000,96.723000,96.787000,96.655000,96.621000,96.617000,96.619000,96.546000,96.426000,96.569000,96.442000,96.361000,96.238000,96.297000,96.081000,95.996000,95.875000,95.723000,95.611000,95.452000,95.250000,94.862000,94.798000,94.481000,94.131000,94.037000,93.647000,93.523000,93.103000,92.824000,92.530000,91.771000,91.625000,91.290000,91.177000
8.600000,96.860000,96.805000,96.889000,96.907000,96.937000,96.786000,96.944000,96.881000,96.855000,96.868000,96.971000,96.905000,96.987000,96.905000,96.923000,96.870000,96.856000,96.807000,96.960000,96.810000,96.989000,96.957000,96.911000,96.721000,96.680000,96.932000,96.799000,96.807000,96.785000,96.779000,96.699000,96.840000,96.693000,96.780000,96.688000,96.594000,96.650000,96.495000,96.259000,96.375000,96.198000,96.110000,95.803000,95.804000,95.621000,95.477000,95.369000,95.112000,94.777000,94.663000,94.303000,94.130000,93.804000,93.507000,93.166000,92.879000,92.515000,91.975000,91.890000,91.608000,91.305000
8.800000,96.885000,96.884000,97.000000,96.891000,96.944000,96.999000,97.009000,96.849000,96.872000,96.916000,96.886000,96.894000,96.826000,96.959000,96.999000,96.919000,96.847000,96.898000,96.960000,96.910000,96.782000,96.938000,96.881000,96.926000,96.906000,96.950000,96.779000,96.898000,96.765000,96.742000,96.765000,96.797000,96.643000,96.687000,96.588000,96.559000,96.514000,96.472000,96.317000,96.244000,96.147000,96.064000,95.852000,95.905000,95.645000,95.452000,95.295000,95.176000,94.851000,94.629000,94.340000,94.209000,93.877000,93.623000,93.181000,92.812000,92.614000,92.339000,92.014000,91.817000,91.574000
9.000000,97.061000,96.996000,97.055000,96.996000,96.956000,97.035000,97.063000,96.958000,96.987000,97.000000,97.118000,97.038000,96.983000,96.979000,96.983000,97.060000,96.969000,97.077000,97.032000,97.000000,97.006000,96.979000,96.964000,96.996000,96.927000,96.917000,96.977000,96.984000,96.809000,96.866000,96.737000,96.876000,96.885000,96.814000,96.746000,96.650000,96.588000,96.504000,96.476000,96.376000,96.290000,96.082000,95.854000,95.873000,95.715000,95.359000,95.321000,95.094000,94.982000,94.675000,94.558000,94.301000,94.066000,93.693000,93.359000,93.199000,92.888000,92.595000,92.329000,92.162000,91.941000
9.200000,97.031000,97.113000,97.090000,97.159000,97.111000,97.112000,97.097000,97.062000,97.030000,97.161000,97.053000,97.176000,97.039000,97.122000,97.168000,97.108000,97.130000,97.065000,97.113000,96.898000,97.033000,97.114000,97.070000,96.991000,96.973000,96.984000,97.025000,97.012000,96.955000,97.077000,97.001000,96.972000,96.883000,96.853000,96.825000,96.733000,96.604000,96.618000,96.504000,96.441000,96.324000,96.269000,96.114000,95.996000,95.745000,95.606000,95.407000,95.224000,94.873000,94.821000,94.557000,94.403000,94.023000,93.738000,93.358000,93.090000,92.925000,92.715000,92.547000,92.433000,92.291000
9.400000,97.147000,97.161000,97.079000,97.116000,97.183000,97.103000,97.123000,97.183000,97.155000,97.112000,97.025000,97.090000,97.046000,97.159000,97.180000,97.156000,97.147000,97.103000,97.095000,97.145000,97.110000,97.151000,97.082000,97.027000,97.103000,96.997000,97.024000,97.121000,97.022000,96.891000,96.965000,96.962000,96.813000,96.827000,96.770000,96.729000,96.629000,96.546000,96.498000,96.418000,96.356000,96.167000,95.990000,95.991000,95.692000,95.572000,95.424000,95.263000,95.014000,94.989000,94.630000,94.213000,94.150000,93.896000,93.602000,93.255000,93.158000,92.915000,92.747000,92.616000,92.550000
9.600000,97.130000,97.268000,97.170000,97.116000,97.136000,97.256000,97.032000,97.207000,97.237000,97.190000,97.196000,97.133000,97.042000,97.210000,97.188000,97.117000,97.228000,97.208000,97.144000,97.151000,97.326000,97.177000,97.154000,97.085000,97.115000,97.093000,97.187000,97.168000,97.126000,96.982000,97.116000,97.019000,97.005000,96.937000,96.818000,96.896000,96.828000,96.669000,96.625000,96.235000,96.464000,96.331000,96.025000,96.001000,95.964000,95.671000,95.531000,95.363000,95.143000,94.871000,94.729000,94.490000,94.035000,93.877000,93.617000,93.364000,93.252000,93.176000,92.862000,92.753000,92.698000
9.800000,97.263000,97.325000,97.306000,97.352000,97.272000,97.312000,97.264000,97.317000,97.346000,97.222000,97.214000,97.228000,97.144000,97.343000,97.194000,97.191000,97.256000,97.270000,97.208000,97.228000,97.327000,97.237000,97.143000,97.226000,97.223000,97.219000,97.217000,97.141000,97.134000,97.137000,97.061000,97.026000,97.061000,97.074000,96.818000,96.971000,96.787000,96.652000,96.746000,96.589000,96.530000,96.261000,96.289000,96.019000,95.864000,95.809000,95.575000,95.418000,95.290000,95.089000,94.687000,94.420000,94.184000,94.020000,93.747000,93.701000,93.580000,93.446000,93.220000,93.351000,93.098000
10.000000,97.295000,97.294000,97.207000,97.334000,97.206000,97.221000,97.331000,97.279000,97.364000,97.317000,97.167000,97.310000,97.252000,97.217000,97.205000,97.310000,97.327000,97.378000,97.350000,97.160000,97.363000,97.164000,97.144000,97.312000,97.284000,97.226000,97.183000,97.216000,97.064000,97.099000,97.219000,97.065000,97.048000,97.044000,96.903000,96.934000,96.852000,96.671000,96.532000,96.468000,96.408000,96.308000,96.324000,96.104000,96.020000,95.793000,95.640000,95.431000,95.174000,95.122000,94.844000,94.595000,94.345000,94.111000,94.031000,93.760000,93.646000,93.564000,93.536000,93.451000,93.383000
10.200000,97.398000,97.395000,97.379000,97.248000,97.422000,97.346000,97.317000,97.292000,97.343000,97.299000,97.261000,97.243000,97.320000,97.343000,97.335000,97.207000,97.288000,97.316000,97.389000,97.322000,97.299000,97.239000,97.395000,97.296000,97.363000,97.330000,97.288000,97.250000,97.226000,97.250000,97.157000,97.163000,97.048000,97.080000,96.911000,96.936000,96.832000,96.803000,96.724000,96.553000,96.510000,96.390000,96.295000,96.107000,95.883000,95.785000,95.752000,95.592000,95.348000,95.131000,94.974000,94.639000,94.503000,94.330000,94.092000,93.951000,93.928000,93.836000,93.798000,93.761000,93.687000
10.400000,97.411000,97.312000,97.426000,97.332000,97.424000,97.355000,97.425000,97.278000,97.294000,97.344000,97.413000,97.349000,97.393000,97.316000,97.355000,97.434000,97.385000,97.373000,97.324000,97.351000,97.443000,97.325000,97.459000,97.305000,97.342000,97.356000,97.328000,97.234000,97.311000,97.225000,97.192000,97.106000,97.095000,96.970000,97.047000,96.924000,96.829000,96.784000,96.702000,96.597000,96.543000,96.415000,96.244000,96.144000,95.846000,95.794000,95.678000,95.623000,95.327000,95.085000,94.920000,94.641000,94.555000,94.331000,94.203000,94.233000,94.043000,93.966000,93.940000,94.089000,93.996000
10.600000,97.388000,97.341000,97.366000,97.469000,97.401000,97.418000,97.269000,97.425000,97.421000,97.458000,97.437000,97.361000,97.375000,97.466000,97.400000,97.396000,97.379000,97.339000,97.377000,97.432000,97.333000,97.399000,97.435000,97.344000,97.427000,97.324000,97.336000,97.293000,97.196000,97.247000,97.224000,97.203000,97.003000,97.097000,97.051000,97.071000,96.992000,96.929000,96.857000,96.644000,96.671000,96.427000,96.368000,96.260000,96.071000,95.938000,95.766000,95.616000,95.430000,95.124000,95.015000,94.753000,94.736000,94.400000,94.428000,94.256000,94.280000,94.272000,94.279000,94.311000,94.249000
10.800000,97.493000,97.540000,97.492000,97.453000,97.474000,97.452000,97.492000,97.397000,97.419000,97.425000,97.496000,97.404000,97.405000,97.401000,97.499000,97.431000,97.543000,97.474000,97.492000,97.472000,97.503000,97.446000,97.429000,97.352000,97.383000,97.421000,97.325000,97.346000,97.337000,97.271000,97.298000,97.252000,97.237000,97.151000,97.083000,96.993000,97.050000,96.912000,96.894000,96.730000,96.621000,96.570000,96.461000,96.455000,96.103000,95.948000,95.939000,95.666000,95.462000,95.226000,95.143000,94.938000,94.810000,94.738000,94.653000,94.608000,94.550000,94.590000,94.418000,94.431000,94.548000
11.000000,97.453000,97.491000,97.556000,97.519000,97.494000,97.471000,97.454000,97.544000,97.582000,97.471000,97.493000,97.478000,97.464000,97.536000,97.507000,97.460000,97.448000,97.483000,97.504000,97.460000,97.539000,97.515000,97.473000,97.335000,97.424000,97.381000,97.385000,97.409000,97.330000,97.319000,97.318000,97.343000,97.220000,97.172000,97.134000,97.086000,96.976000,96.841000,96.864000,96.874000,96.763000,96.662000,96.439000,96.358000,96.143000,95.954000,95.987000,95.725000,95.578000,95.250000,95.264000,95.197000,94.972000,94.810000,94.755000,94.809000,94.784000,94.728000,94.717000,94.668000,94.736000
11.200000,97.519000,97.499000,97.518000,97.412000,97.512000,97.450000,97.559000,97.472000,97.600000,97.418000,97.543000,97.553000,97.513000,97.435000,97.438000,97.580000,97.423000,97.517000,97.484000,97.491000,97.538000,97.468000,97.517000,97.480000,97.447000,97.550000,97.427000,97.444000,97.343000,97.328000,97.215000,97.383000,97.272000,97.196000,97.214000,97.124000,97.148000,97.011000,96.840000,96.928000,96.693000,96.503000,96.453000,96.378000,96.166000,95.972000,95.882000,95.774000,95.521000,95.417000,95.233000,95.203000,95.141000,95.008000,94.988000,94.906000,95.000000,94.928000,94.827000,94.761000,94.868000
11.400000,97.571000,97.553000,97.559000,97.525000,97.526000,97.455000,97.515000,97.547000,97.636000,97.684000,97.639000,97.625000,97.601000,97.544000,97.586000,97.558000,97.503000,97.519000,97.466000,97.521000,97.530000,97.529000,97.538000,97.533000,97.488000,97.544000,97.409000,97.405000,97.472000,97.389000,97.321000,97.287000,97.299000,97.218000,97.117000,97.024000,97.131000,97.047000,96.960000,96.772000,96.789000,96.554000,96.429000,96.314000,96.203000,96.203000,95.953000,95.772000,95.566000,95.442000,95.400000,95.399000,95.213000,95.186000,95.269000,95.187000,95.177000,94.943000,95.009000,95.249000,95.079000
11.600000,97.604000,97.564000,97.541000,97.625000,97.672000,97.542000,97.628000,97.474000,97.568000,97.557000,97.546000,97.575000,97.611000,97.583000,97.512000,97.521000,97.567000,97.484000,97.604000,97.574000,97.500000,97.482000,97.549000,97.537000,97.537000,97.448000,97.427000,97.421000,97.357000,97.371000,97.372000,97.378000,97.414000,97.215000,97.189000,97.072000,97.075000,96.964000,96.923000,96.854000,96.792000,96.670000,96.528000,96.412000,96.239000,96.129000,95.901000,95.766000,95.678000,95.612000,95.449000,95.447000,95.402000,95.373000,95.161000,95.222000,95.257000,95.482000,95.371000,95.240000,95.104000
11.800000,97.602000,97.562000,97.511000,97.560000,97.569000,97.616000,97.668000,97.580000,97.601000,97.493000,97.643000,97.555000,97.516000,97.610000,97.623000,97.603000,97.617000,97.617000,97.525000,97.610000,97.587000,97.608000,97.538000,97.614000,97.578000,97.454000,97.541000,97.410000,97.506000,97.461000,97.463000,97.365000,97.341000,97.300000,97.146000,97.114000,97.216000,96.875000,96.960000,96.918000,96.774000,96.635000,96.521000,96.340000,96.309000,96.195000,96.009000,95.907000,95.795000,95.730000,95.598000,95.632000,95.626000,95.514000,95.445000,95.505000,95.435000,95.445000,95.410000,95.343000,95.359000
12.000000,97.607000,97.583000,97.696000,97.701000,97.638000,97.711000,97.589000,97.723000,97.568000,97.621000,97.619000,97.714000,97.516000,97.602000,97.624000,97.666000,97.609000,97.582000,97.506000,97.625000,97.620000,97.645000,97.605000,97.483000,97.593000,97.522000,97.587000,97.572000,97.545000,97.487000,97.453000,97.343000,97.346000,97.286000,97.299000,97.221000,97.165000,97.100000,97.020000,97.024000,96.807000,96.685000,96.559000,96.438000,96.287000,96.189000,96.134000,95.992000,95.832000,95.792000,95.675000,95.774000,95.593000,95.648000,95.682000,95.641000,95.653000,95.588000,95.531000,95.614000,nan
12.200000,97.511000,97.597000,97.562000,97.645000,97.643000,97.734000,97.671000,97.734000,97.653000,97.630000,97.637000,97.590000,97.676000,97.597000,97.643000,97.529000,97.630000,97.676000,97.677000,97.674000,97.655000,97.624000,97.593000,97.668000,97.579000,97.512000,97.481000,97.462000,97.545000,97.567000,97.433000,97.418000,97.303000,97.309000,97.269000,97.147000,97.185000,97.034000,97.027000,96.975000,96.755000,96.711000,96.543000,96.562000,96.366000,96.202000,96.140000,96.035000,96.074000,95.864000,95.956000,95.803000,95.886000,95.754000,95.818000,95.830000,95.868000,95.817000,95.671000,95.735000,nan
12.400000,97.774000,97.755000,97.693000,97.630000,97.722000,97.768000,97.636000,97.622000,97.694000,97.648000,97.711000,97.671000,97.705000,97.674000,97.614000,97.675000,97.694000,97.646000,97.695000,97.609000,97.679000,97.542000,97.625000,97.568000,97.660000,97.571000,97.560000,97.525000,97.548000,97.508000,97.519000,97.434000,97.382000,97.353000,97.208000,97.257000,97.160000,97.198000,97.119000,96.953000,96.888000,96.710000,96.640000,96.467000,96.447000,96.235000,96.223000,96.063000,96.029000,96.042000,96.013000,95.938000,95.941000,96.037000,95.888000,95.854000,95.957000,95.864000,95.879000,nan,nan
