mass_mev,U2=1.000000e-07,U2=1.260000e-07,U2=1.580000e-07,U2=2.000000e-07,U2=2.510000e-07,U2=3.160000e-07,U2=3.980000e-07,U2=5.010000e-07,U2=6.310000e-07,U2=7.940000e-07,U2=1.000000e-06,U2=1.260000e-06,U2=1.580000e-06,U2=2.000000e-06,U2=2.510000e-06,U2=3.160000e-06,U2=3.980000e-06,U2=5.010000e-06,U2=6.310000e-06,U2=7.940000e-06,U2=1.000000e-05,U2=1.260000e-05,U2=1.580000e-05,U2=2.000000e-05,U2=2.510000e-05,U2=3.160000e-05,U2=3.980000e-05,U2=5.010000e-05,U2=6.310000e-05,U2=7.940000e-05,U2=1.000000e-04,U2=1.260000e-04,U2=1.580000e-04,U2=2.000000e-04,U2=2.510000e-04,U2=3.160000e-04,U2=3.980000e-04,U2=5.010000e-04,U2=6.310000e-04,U2=7.940000e-04,U2=1.000000e-03,U2=1.260000e-03,U2=1.580000e-03,U2=2.000000e-03,U2=2.510000e-03,U2=3.160000e-03,U2=3.980000e-03,U2=5.010000e-03,U2=6.310000e-03,U2=7.940000e-03,U2=1.000000e-02,U2=1.260000e-02,U2=1.580000e-02,U2=2.000000e-02,U2=2.510000e-02,U2=3.160000e-02,U2=3.980000e-02,U2=5.010000e-02,U2=6.310000e-02,U2=7.940000e-02,U2=1.000000e-01
7.0000000000e+00,3.3407611031e-03,5.3241038343e-03,8.3774138410e-03,1.3399828829e-02,2.1098798752e-02,3.3392854646e-02,5.3114173250e-02,8.4064110803e-02,1.3317633346e-01,2.1099351883e-01,3.3466582298e-01,5.3116240893e-01,8.3498538391e-01,1.3378309116e+00,2.1061807185e+00,3.3361923724e+00,5.2892659982e+00,8.3744736108e+00,1.3271776670e+01,2.0988456233e+01,3.3243338848e+01,5.2673420545e+01,8.2631721805e+01,1.3199631637e+02,2.0711355454e+02,3.2671942177e+02,5.1517021094e+02,8.1019386557e+02,1.2730760837e+03,1.9919885233e+03,3.1128962248e+03,4.8503104896e+03,7.4540483476e+03,1.1592606017e+04,1.7615330052e+04,2.6686970971e+04,4.0022759162e+04,5.9174695578e+04,8.6172837113e+04,1.2290253591e+05,1.7149931031e+05,2.3289409669e+05,3.0436361182e+05,3.8646109447e+05,4.6469668703e+05,5.3045703016e+05,5.6719586786e+05,5.6078546268e+05,5.0483157803e+05,4.0658815680e+05,2.8595479393e+05,1.7074224736e+05,8.5138028406e+04,3.2324673765e+04,9.5525736370e+03,1.9567823411e+03,2.5966569148e+02,2.0444425523e+01,8.3732558412e-01,1.5770733697e-02,1.1088229906e-04
7.2000000000e+00,3.6908081875e-03,5.8675789868e-03,9.1955964133e-03,1.4779307925e-02,2.3240224898e-02,3.6895638312e-02,5.8463663043e-02,9.2619958518e-02,1.4692175787e-01,2.3260291993e-01,3.6886193620e-01,5.8541175071e-01,9.2009834218e-01,1.4735502187e+00,2.3203508653e+00,3.6756586692e+00,5.8261936372e+00,9.2239765642e+00,1.4615857377e+01,2.3108621083e+01,3.6587963586e+01,5.7954542514e+01,9.0876579161e+01,1.4507805704e+02,2.2749126561e+02,3.5854125465e+02,5.6472351142e+02,8.8686854560e+02,1.3911213408e+03,2.1719362798e+03,3.3848405718e+03,5.2560048288e+03,8.0440049425e+03,1.2443073653e+04,1.8786989140e+04,2.8236179492e+04,4.1934674395e+04,6.1270991057e+04,8.7952473997e+04,1.2330098626e+05,1.6853880057e+05,2.2330097672e+05,2.8358357014e+05,3.4751917373e+05,4.0118399304e+05,4.3595185129e+05,4.3945011397e+05,4.0493779601e+05,3.3494737436e+05,2.4377443794e+05,1.5167461309e+05,7.8070101591e+04,3.2646535453e+04,9.9167800190e+03,2.2543945056e+03,3.3378244363e+02,2.9744751688e+01,1.4397510739e+00,3.2464648736e-02,2.9582074310e-04,8.5501719093e-07
7.4000000000e+00,4.0360403498e-03,6.3937762914e-03,1.0061959060e-02,1.6127647906e-02,2.5427614707e-02,4.0275426047e-02,6.3947120565e-02,1.0134356007e-01,1.6059793811e-01,2.5429983018e-01,4.0326109905e-01,6.3990001238e-01,1.0061452419e+00,1.6116682180e+00,2.5369841937e+00,4.0179508624e+00,6.3683019218e+00,1.0080345161e+01,1.5968928329e+01,2.5242085026e+01,3.9950881175e+01,6.3257825149e+01,9.9142590253e+01,1.5816971612e+02,2.4781315249e+02,3.9016137218e+02,6.1374064840e+02,9.6230716603e+02,1.5064015325e+03,2.3460483532e+03,3.6446850501e+03,5.6373535425e+03,8.5866719787e+03,1.3201329966e+04,1.9787135351e+04,2.9471841270e+04,4.3289156081e+04,6.2410963687e+04,8.8155973705e+04,1.2123175973e+05,1.6193877029e+05,2.0874927469e+05,2.5678271058e+05,3.0247338498e+05,3.3365696483e+05,3.4315887719e+05,3.2382362501e+05,2.7575189304e+05,2.0741767356e+05,1.3470184747e+05,7.2997666527e+04,3.1771550822e+04,1.0885469740e+04,2.5672509974e+03,4.3318555039e+02,4.4337390795e+01,2.5122946179e+00,6.9975672319e-02,8.0212124089e-04,3.2144311606e-06,3.3974196669e-09
7.6000000000e+00,4.3829614344e-03,6.9731861365e-03,1.0946394431e-02,1.7542403617e-02,2.7623827774e-02,4.3755772512e-02,6.9385390414e-02,1.0995098923e-01,1.7427166437e-01,2.7595473392e-01,4.3767220099e-01,6.9462986716e-01,1.0916992417e+00,1.7483148071e+00,2.7519725939e+00,4.3579862581e+00,6.9071202767e+00,1.0931426589e+01,1.7312408321e+01,2.7357259636e+01,4.3285949874e+01,6.8502244823e+01,1.0729826585e+02,1.7104697425e+02,2.6774859159e+02,4.2105391281e+02,6.6134855631e+02,1.0350506197e+03,1.6165304799e+03,2.5103225247e+03,3.8858977021e+03,5.9836098474e+03,9.0648375714e+03,1.3839690393e+04,2.0573501884e+04,3.0331848115e+04,4.4002207616e+04,6.2496579004e+04,8.6701301605e+04,1.1670483838e+05,1.5195403549e+05,1.8999956120e+05,2.2558040370e+05,2.5427604345e+05,2.6662493625e+05,2.5788162592e+05,2.2605200479e+05,1.7622294138e+05,1.1915695804e+05,6.8082953376e+04,3.1579961788e+04,1.1374375982e+04,3.1108065107e+03,5.5082875471e+02,6.6295401258e+01,4.4650559030e+00,1.5150783584e-01,2.2596849041e-03,1.2076577357e-05,1.9166969523e-08,6.4807543936e-12
7.8000000000e+00,4.7227423080e-03,7.4910634338e-03,1.1784588228e-02,1.8858382656e-02,2.9713767530e-02,4.7104001774e-02,7.4737655109e-02,1.1843875366e-01,1.8772469559e-01,2.9721901266e-01,4.7135460788e-01,7.4817079961e-01,1.1758177768e+00,1.8829719964e+00,2.9631475513e+00,4.6923333114e+00,7.4345363546e+00,1.1763596150e+01,1.8625955964e+01,2.9422490568e+01,4.6532605148e+01,7.3604602969e+01,1.1520920916e+02,1.8350207008e+02,2.8693575462e+02,4.5062371818e+02,7.0659995088e+02,1.1035349254e+03,1.7189396083e+03,2.6606199604e+03,4.1017348259e+03,6.2839080027e+03,9.4614299992e+03,1.4331742393e+04,2.1107600336e+04,3.0764194566e+04,4.4012549635e+04,6.1475811283e+04,8.3593715273e+04,1.0987912595e+05,1.3906664965e+05,1.6810845806e+05,1.9188912970e+05,2.0596630459e+05,2.0411497319e+05,1.8435560611e+05,1.4883054829e+05,1.0511197222e+05,6.3075569623e+04,3.1213211024e+04,1.2153245963e+04,3.5361467758e+03,7.4987841781e+02,9.6044405614e+01,7.8904053024e+00,3.3128872861e-01,6.3067939631e-03,4.6595404465e-05,1.0564046816e-07,5.8985481009e-11,5.4447707292e-15
8.0000000000e+00,5.0481372622e-03,8.0225136099e-03,1.2609227049e-02,2.0184589811e-02,3.1770814197e-02,5.0358419827e-02,7.9917114372e-02,1.2658216067e-01,2.0070851947e-01,3.1780868240e-01,5.0375029118e-01,7.9966033287e-01,1.2567934992e+00,2.0125929258e+00,3.1668334699e+00,5.0141183755e+00,7.9426179381e+00,1.2564315601e+01,1.9887364618e+01,3.1403819833e+01,4.9642875533e+01,7.8470736257e+01,1.2273658023e+02,1.9529308328e+02,3.0500102735e+02,4.7825792904e+02,7.4849450082e+02,1.1661582166e+03,1.8110359242e+03,2.7927267103e+03,4.2854538307e+03,6.5276233132e+03,9.7603669764e+03,1.4653813179e+04,2.1357451636e+04,3.0731038246e+04,4.3287969099e+04,5.9351447657e+04,7.8932596662e+04,1.0105878158e+05,1.2395227510e+05,1.4433402423e+05,1.5771494919e+05,1.6032496963e+05,1.4921387890e+05,1.2487369132e+05,9.1965816660e+04,5.8163611815e+04,3.0535482695e+04,1.2859586819e+04,4.1128013503e+03,9.4113745395e+02,1.4983985908e+02,1.3322508942e+01,7.1195516839e-01,1.7572156592e-02,1.7493148387e-04,5.8833037504e-07,5.0910703519e-10,8.7020194325e-14,1.8110734139e-18
8.2000000000e+00,5.3550262830e-03,8.5092978171e-03,1.3377688632e-02,2.1438678027e-02,3.3735073443e-02,5.3479796186e-02,8.4802140191e-02,1.3433975551e-01,2.1307921706e-01,3.3732583779e-01,5.3486740317e-01,8.4855765975e-01,1.3333829514e+00,2.1351694414e+00,3.3593985005e+00,5.3177813980e+00,8.4223800119e+00,1.3319304683e+01,2.1075019995e+01,3.3263812052e+01,5.2552090315e+01,8.3011920765e+01,1.2972398073e+02,2.0617890518e+02,3.2155808459e+02,5.0334185388e+02,7.8601728443e+02,1.2212884087e+03,1.8901928130e+03,2.9025045581e+03,4.4305814507e+03,6.7049469931e+03,9.9474291411e+03,1.4786502614e+04,2.1300212994e+04,3.0212828734e+04,4.1830294014e+04,5.6185222917e+04,7.2909768610e+04,9.0674340003e+04,1.0742451290e+05,1.2001317484e+05,1.2494492582e+05,1.1957258447e+05,1.0378482707e+05,7.9788233590e+04,5.3044331678e+04,2.9657209740e+04,1.3406823456e+04,4.7122326847e+03,1.2084452485e+03,2.1111664476e+02,2.4354460496e+01,1.4370453756e+00,4.7411369475e-02,6.4573934125e-04,3.1156312116e-06,4.3436843834e-09,1.2689234348e-12,5.6171193741e-17,2.0980767103e-22
8.4000000000e+00,5.6525717875e-03,8.9672724222e-03,1.4080505965e-02,2.2560921107e-02,3.5539613823e-02,5.6343115423e-02,8.9347664196e-02,1.4156423173e-01,2.2448729086e-01,3.5528035535e-01,5.6329488497e-01,8.9394279473e-01,1.4044763444e+00,2.2482314602e+00,3.5370755327e+00,5.5980727852e+00,8.8641751381e+00,1.4012486526e+01,2.2164119721e+01,3.4964580312e+01,5.5204110487e+01,8.7130388182e+01,1.3602579079e+02,2.1591505852e+02,3.3621618453e+02,5.2523970439e+02,8.1818698522e+02,1.2673430059e+03,1.9539141370e+03,2.9860997477e+03,4.5312541165e+03,6.8073246236e+03,1.0011105318e+04,1.4716152105e+04,2.0924298164e+04,2.9211146686e+04,3.9678298619e+04,5.2097530161e+04,6.5799008194e+04,7.9249551603e+04,9.0360979360e+04,9.6428912449e+04,9.5151926712e+04,8.5163926961e+04,6.8407676576e+04,4.7854227646e+04,2.8385360483e+04,1.3830553475e+04,5.2895214072e+03,1.5184752673e+03,3.0403315396e+02,3.9246292899e+01,3.1554588226e+00,1.1767983257e-01,2.2659743239e-03,1.5911156352e-05,3.4231450307e-08,1.7766916621e-11,1.5129274310e-15,1.4198728585e-20,7.2996057617e-27
8.6000000000e+00,5.9067411660e-03,9.3660249443e-03,1.4731652255e-02,2.3612708399e-02,3.7187722615e-02,5.8909935889e-02,9.3470081189e-02,1.4810147444e-01,2.3477584677e-01,3.7151558674e-01,5.8912262627e-01,9.3472274460e-01,1.4683760515e+00,2.3500922202e+00,3.6965414402e+00,5.8491188993e+00,9.2587430513e+00,1.4631809301e+01,2.3131360440e+01,3.6469996441e+01,5.7539385370e+01,9.0735211417e+01,1.4149260921e+02,2.2426180383e+02,3.4859772795e+02,5.4335914881e+02,8.4403423889e+02,1.3028286485e+03,1.9998936350e+03,3.0399923208e+03,4.5824491371e+03,6.8280161965e+03,9.9435628157e+03,1.4436332014e+04,2.0231276204e+04,2.7750498674e+04,3.6907698524e+04,4.7261300616e+04,5.7936559776e+04,6.7357333848e+04,7.3621562688e+04,7.4684308035e+04,6.9449448423e+04,5.7714355724e+04,4.2538849008e+04,2.6794142542e+04,1.3998171405e+04,5.8504131473e+03,1.8563631008e+03,4.2498713256e+02,6.4516501090e+01,5.9376988058e+00,3.1901288605e-01,7.1357141922e-03,7.5506120531e-05,2.5384499868e-07,2.2154116552e-10,3.7677383806e-14,7.8421122674e-19,1.2346544630e-24,6.4589095435e-32
8.8000000000e+00,6.1327834581e-03,9.7357096295e-03,1.5300762520e-02,2.4501237424e-02,3.8596549718e-02,6.1177794424e-02,9.7037469505e-02,1.5364450578e-01,2.4370632894e-01,3.8567425323e-01,6.1132811631e-01,9.6977111739e-01,1.5235497161e+00,2.4380879659e+00,3.8343813155e+00,6.0652069351e+00,9.5976260304e+00,1.5160834806e+01,2.3955646131e+01,3.7744941294e+01,5.9501709263e+01,9.3731122337e+01,1.4598040762e+02,2.3099137371e+02,3.5833555911e+02,5.5712740243e+02,8.6268560710e+02,1.3263859165e+03,2.0261226698e+03,3.0613511629e+03,4.5803513579e+03,6.7626376376e+03,9.7413216388e+03,1.3948815408e+04,1.9237084899e+04,2.5878551245e+04,3.3627743145e+04,4.1891007458e+04,4.9694763638e+04,5.5569312962e+04,5.7968126910e+04,5.5603101645e+04,4.8420328284e+04,3.7063940974e+04,2.4832871594e+04,1.3920801218e+04,6.3145057507e+03,2.2244098290e+03,5.7310537797e+02,1.0192404683e+02,1.1361929956e+01,7.1725031750e-01,2.4612982227e-02,3.1222431297e-04,1.7012192799e-06,2.5204903287e-09,7.9837198727e-13,3.8169334614e-17,1.5782831756e-22,3.1897535559e-29,1.2090250294e-37
9.0000000000e+00,6.3139159051e-03,1.0029329155e-02,1.5757016752e-02,2.5257358277e-02,3.9755646704e-02,6.3042345370e-02,9.9932237345e-02,1.5835231123e-01,2.5108383501e-01,3.9722481032e-01,6.2970543240e-01,9.9878861319e-01,1.5688416943e+00,2.5100365965e+00,3.9466084004e+00,6.2411707884e+00,9.8721920691e+00,1.5587118731e+01,2.4614831927e+01,3.8755232679e+01,6.1036459255e+01,9.6036759321e+01,1.4935661512e+02,2.3589190383e+02,3.6511319401e+02,5.6605080090e+02,8.7338017620e+02,1.3369001868e+03,2.0310003492e+03,3.0480734242e+03,4.5226498961e+03,6.6095891416e+03,9.4059800828e+03,1.3264248857e+04,1.7971880783e+04,2.3664178253e+04,2.9974855442e+04,3.6226762467e+04,4.1451297833e+04,4.4405578304e+04,4.3998068037e+04,3.9672262983e+04,3.2128528772e+04,2.2454356886e+04,1.3534603466e+04,6.6662431076e+03,2.5842834977e+03,7.5264615602e+02,1.5377415781e+02,2.0645364751e+01,1.6324108096e+00,6.7810966393e-02,1.4163715596e-03,9.5953145828e-06,2.5050866694e-08,1.4851923174e-11,1.4940932180e-15,1.6746787452e-20,1.0840206235e-26,2.0803953480e-34,3.9072765297e-44
9.2000000000e+00,6.4562436558e-03,1.0251919644e-02,1.6120523244e-02,2.5828601722e-02,4.0664992255e-02,6.4467973628e-02,1.0220102822e-01,1.6187338960e-01,2.5663776978e-01,4.0610421845e-01,6.4358445965e-01,1.0208225484e+00,1.6030175572e+00,2.5642138199e+00,4.0304419806e+00,6.3716978479e+00,1.0074567339e+01,1.5898119064e+01,2.5089400068e+01,3.9469740743e+01,6.2097278508e+01,9.7575993425e+01,1.5150585245e+02,2.3878185872e+02,3.6865058894e+02,5.6969771183e+02,8.7550003058e+02,1.3335209096e+03,2.0134527784e+03,2.9990218487e+03,4.4087506435e+03,6.3704318689e+03,8.9444948292e+03,1.2402192117e+04,1.6479269483e+04,2.1193869908e+04,2.6103336639e+04,3.0515823042e+04,3.3557490625e+04,3.4290623473e+04,3.2100588765e+04,2.7034366070e+04,2.0205894983e+04,1.2769070529e+04,6.8454959670e+03,2.9206592778e+03,9.5098417812e+02,2.2418288896e+02,3.5396937143e+01,3.4781394993e+00,1.8795249800e-01,4.9157731163e-03,5.9364737008e-05,2.0110055239e-07,2.3156240124e-10,4.8953227523e-14,1.3341401383e-18,2.8416459856e-24,2.1998027245e-31,2.8610570853e-40,1.7417053884e-51
9.4000000000e+00,6.5537647120e-03,1.0407417007e-02,1.6360260536e-02,2.6208827356e-02,4.1251127807e-02,6.5381228669e-02,1.0366092602e-01,1.6419370603e-01,2.6027683171e-01,4.1179699797e-01,6.5265868073e-01,1.0348628273e+00,1.6249483478e+00,2.5986372926e+00,4.0834223180e+00,6.4528706572e+00,1.0198030579e+01,1.6083860758e+01,2.5362917747e+01,3.9862704388e+01,6.2641701436e+01,9.8285157152e+01,1.5232951906e+02,2.3951331140e+02,3.6872434249e+02,5.6776442659e+02,8.6862219271e+02,1.3157320430e+03,1.9730027914e+03,2.9141744423e+03,4.2400362441e+03,6.0500487298e+03,8.3692785323e+03,1.1390596019e+04,1.4814020866e+04,1.8566159522e+04,2.2174058384e+04,2.4992850234e+04,2.6309837835e+04,2.5521909843e+04,2.2442178777e+04,1.7528575840e+04,1.1989885412e+04,6.7783446168e+03,3.1915172668e+03,1.1612937299e+03,3.1159665259e+02,5.8099761075e+01,6.8942579509e+00,4.7960818559e-01,1.7026578765e-02,2.6752594456e-04,1.7667083190e-06,2.7772174141e-09,1.2782000884e-12,8.3932004529e-17,5.1482686270e-22,1.6417593982e-28,1.1242377941e-36,6.7993263154e-47,8.3513090050e-60
9.6000000000e+00,6.5949967944e-03,1.0470768289e-02,1.6455492180e-02,2.6366333290e-02,4.1523160004e-02,6.5781322463e-02,1.0431456292e-01,1.6517171193e-01,2.6184903833e-01,4.1428475173e-01,6.5637785362e-01,1.0406769297e+00,1.6336282817e+00,2.6119021031e+00,4.1029941426e+00,6.4809874158e+00,1.0237115208e+01,1.6134415142e+01,2.5421959216e+01,3.9912688626e+01,6.2636943838e+01,9.8114703111e+01,1.5175693246e+02,2.3797738443e+02,3.6519106789e+02,5.6005902463e+02,8.5255297858e+02,1.2834155432e+03,1.9098744561e+03,2.7946898692e+03,4.0199148753e+03,5.6566990964e+03,7.6978681389e+03,1.0264493634e+04,1.3038950617e+04,1.5884978710e+04,1.8342385257e+04,1.9861609089e+04,1.9928042158e+04,1.8255144059e+04,1.4982161447e+04,1.0768567053e+04,6.6790353549e+03,3.3384116436e+03,1.3615350980e+03,4.1536190592e+02,8.9953600188e+01,1.2939175596e+01,1.1198968739e+00,5.3244503483e-02,1.1909464275e-03,1.0688743753e-05,3.6264729173e-08,2.4224883853e-11,3.9597711754e-15,6.8668649405e-20,7.6719472930e-26,2.8030551882e-33,1.2125125267e-42,2.2396682027e-54,3.2682124490e-69
9.8000000000e+00,6.5835972944e-03,1.0447430801e-02,1.6428862318e-02,2.6315137808e-02,4.1429768410e-02,6.5659848491e-02,1.0408286309e-01,1.6479605305e-01,2.6124655004e-01,4.1325413583e-01,6.5464636687e-01,1.0377204108e+00,1.6286634812e+00,2.6030362697e+00,4.0874575052e+00,6.4534512693e+00,1.0187628652e+01,1.6044317496e+01,2.5255793161e+01,3.9605084411e+01,6.2062182046e+01,9.7033243905e+01,1.4974040755e+02,2.3411823569e+02,3.5798490558e+02,5.4654190229e+02,8.2733002294e+02,1.2368837222e+03,1.8250337476e+03,2.6429928119e+03,3.7538483447e+03,5.2017932447e+03,6.9521989584e+03,9.0641242062e+03,1.1220861070e+04,1.3252173517e+04,1.4746458257e+04,1.5280087718e+04,1.4542691170e+04,1.2507827612e+04,9.5138864568e+03,6.2392309234e+03,3.4734102095e+03,1.5152713958e+03,5.2724741512e+02,1.3236954535e+02,2.2623982578e+01,2.4442177829e+00,1.4947896695e-01,4.6794968998e-03,6.3070401653e-05,3.0579481675e-07,4.9561402491e-10,1.2657696784e-13,6.3883146041e-18,2.4279306232e-23,3.8933776959e-30,1.2086917408e-38,2.2683615245e-49,8.0025526871e-63,7.6771822615e-80
1.0000000000e+01,6.5125376201e-03,1.0337729021e-02,1.6247722385e-02,2.6022954840e-02,4.0982809500e-02,6.4913359731e-02,1.0295501093e-01,1.6299093073e-01,2.5835647573e-01,4.0856382754e-01,6.4718271671e-01,1.0256746771e+00,1.6093444347e+00,2.5713912392e+00,4.0359356397e+00,6.3688202480e+00,1.0047195074e+01,1.5809955113e+01,2.4859917692e+01,3.8933036807e+01,6.0907198337e+01,9.5028372418e+01,1.4627221880e+02,2.2793479884e+02,3.4714085540e+02,5.2732683574e+02,7.9327692562e+02,1.1769043854e+03,1.7202080815e+03,2.4627332193e+03,3.4492112036e+03,4.6994592662e+03,6.1574896109e+03,7.8325241362e+03,9.4260244946e+03,1.0760169925e+04,1.1497337271e+04,1.1351008681e+04,1.0193800536e+04,8.1796314108e+03,5.7219830809e+03,3.3918142237e+03,1.6760212228e+03,6.2919714189e+02,1.8373106555e+02,3.7204777456e+01,4.8991302584e+00,3.8640396189e-01,1.6148175151e-02,3.1998396414e-04,2.4751347123e-06,6.0792540773e-09,4.3136902995e-12,3.7128846390e-16,4.9193138577e-21,3.3182483896e-27,5.8504906668e-35,1.1055809178e-44,5.9181313446e-57,2.3602591426e-72,7.6853292313e-92
1.0200000000e+01,6.3826982364e-03,1.0128128361e-02,1.5928521833e-02,2.5514421637e-02,4.0175390762e-02,6.3651706796e-02,1.0088851523e-01,1.5974752427e-01,2.5315879475e-01,4.0035403584e-01,6.3400604305e-01,1.0044993272e+00,1.5756550341e+00,2.5164922455e+00,3.9480878620e+00,6.2263462129e+00,9.8150918445e+00,1.5429999064e+01,2.4234091831e+01,3.7896641882e+01,5.9175026736e+01,9.2109837970e+01,1.4137548123e+02,2.1948714342e+02,3.3278647756e+02,5.0269896401e+02,7.5099687350e+02,1.1047186873e+03,1.5978789645e+03,2.2587246813e+03,3.1150265618e+03,4.1658888779e+03,5.3408585968e+03,6.6127296948e+03,7.7155944055e+03,8.4855068871e+03,8.6720885849e+03,8.1187743911e+03,6.8401008709e+03,5.0850578126e+03,3.2439132891e+03,1.7202738431e+03,7.4536545559e+02,2.3712295219e+02,5.7081973843e+01,9.1243437765e+00,9.0236191620e-01,5.0429879710e-02,1.3902867207e-03,1.6709925385e-05,7.0179314266e-08,8.0871900999e-11,2.2625338094e-14,5.6627363724e-19,1.6376798780e-24,1.5476408902e-31,2.2280195955e-40,1.7661444168e-51,1.6878245721e-65,4.2348874984e-83,2.2365903844e-105
1.0400000000e+01,6.1984749033e-03,9.8409670207e-03,1.5471549991e-02,2.4778229491e-02,3.9012171629e-02,6.1787442392e-02,9.7944453206e-02,1.5506019192e-01,2.4570899158e-01,3.8847734317e-01,6.1510030056e-01,9.7430733078e-01,1.5277517388e+00,2.4389142079e+00,3.8243117591e+00,6.0272774815e+00,9.4931167558e+00,1.4908264694e+01,2.3383211290e+01,3.6505408231e+01,5.6884172175e+01,8.8312792909e+01,1.3511458502e+02,2.0889915624e+02,3.1516268546e+02,4.7311673493e+02,7.0137343257e+02,1.0220091512e+03,1.4612136915e+03,2.0367691635e+03,2.7615770415e+03,3.6184659603e+03,4.5296649964e+03,5.4449419144e+03,6.1414247493e+03,6.4840192505e+03,6.3106643947e+03,5.5730760458e+03,4.3770320966e+03,2.9917956245e+03,1.7244021937e+03,8.0895953546e+02,3.0329164774e+02,8.0417307123e+01,1.5657180971e+01,1.9310220206e+00,1.3963403331e-01,5.3589807513e-03,9.3854035206e-05,6.5221689287e-07,1.3927326370e-09,6.8646314073e-13,6.6908902807e-17,4.1118961893e-22,2.1090081630e-28,2.1436133570e-36,1.8074271907e-46,3.9645258770e-59,4.0059744276e-75,3.2849279555e-95,1.2336120390e-120
1.0600000000e+01,5.9608709935e-03,9.4607975216e-03,1.4870159577e-02,2.3813956076e-02,3.7481351331e-02,5.9377463957e-02,9.4128810444e-02,1.4900131422e-01,2.3605599728e-01,3.7312234208e-01,5.9065667888e-01,9.3535465848e-01,1.4660776803e+00,2.3394055392e+00,3.6661090812e+00,5.7735676164e+00,9.0849200813e+00,1.4250285932e+01,2.2318375634e+01,3.4778272692e+01,5.4066663776e+01,8.3694245104e+01,1.2759359673e+02,1.9636147587e+02,2.9461222865e+02,4.3921069019e+02,6.4555763537e+02,9.3087192207e+02,1.3139677760e+03,1.8034134292e+03,2.3998782880e+03,3.0747699321e+03,3.7497481334e+03,4.3638710617e+03,4.7428190424e+03,4.7881783412e+03,4.4168483143e+03,3.6583430038e+03,2.6598598859e+03,1.6576742717e+03,8.5455968879e+02,3.5033466542e+02,1.1203571596e+02,2.4322621288e+01,3.7534678685e+00,3.4872401069e-01,1.7929010768e-02,4.5709226389e-04,4.8772036855e-06,1.8525290201e-08,1.8578158366e-11,3.5076556068e-15,1.0323650142e-19,1.2867459287e-25,9.2764102715e-33,7.5471475146e-42,2.5706955254e-53,9.7968849887e-68,5.8262220779e-86,7.5097482010e-109,7.9815575817e-138
1.0800000000e+01,5.6666541523e-03,8.9974655847e-03,1.4140340518e-02,2.2643543369e-02,3.5647276703e-02,5.6458512573e-02,8.9484896487e-02,1.4162115558e-01,2.2431653987e-01,3.5453895141e-01,5.6105144392e-01,8.8817248752e-01,1.3916186565e+00,2.2193281933e+00,3.4755433847e+00,5.4689933747e+00,8.5966789689e+00,1.3466595851e+01,2.1056024550e+01,3.2743480552e+01,5.0771354586e+01,7.8337257852e+01,1.1895452185e+02,1.8212644356e+02,2.7157784177e+02,4.0176487427e+02,5.8493958129e+02,8.3373857449e+02,1.1603246084e+03,1.5656324324e+03,2.0410760774e+03,2.5515049503e+03,3.0238098311e+03,3.3965261680e+03,3.5444638190e+03,3.4069156176e+03,2.9630190490e+03,2.2872617914e+03,1.5278229160e+03,8.6028261474e+02,3.9232391851e+02,1.3871104200e+02,3.7262207823e+01,6.5000795134e+00,7.7841047308e-01,5.3138695782e-02,1.8860885899e-03,3.0801274298e-05,1.9073650842e-07,3.6997370807e-10,1.5837896430e-13,1.0070939319e-17,7.6063342621e-23,1.5512833215e-29,1.2118483260e-37,5.6710462204e-48,5.1486785992e-61,2.0246634766e-77,3.6794201631e-98,3.2887344278e-124,3.5304727195e-157
1.1000000000e+01,5.3297086079e-03,8.4576178588e-03,1.3290290687e-02,2.1287837867e-02,3.3500637695e-02,5.3054775819e-02,8.4086604384e-02,1.3305719765e-01,2.1071911466e-01,3.3295752253e-01,5.2678191987e-01,8.3355487861e-01,1.3054341413e+00,2.0806461142e+00,3.2560490729e+00,5.1186589782e+00,8.0365555684e+00,1.2570629780e+01,1.9619054674e+01,3.0438258668e+01,4.7060641465e+01,7.2348919138e+01,1.0937697564e+02,1.6650699747e+02,2.4659415721e+02,3.6170094140e+02,5.2109840984e+02,7.3327899586e+02,1.0047076597e+03,1.3304669757e+03,1.6957888196e+03,2.0634616589e+03,2.3699662953e+03,2.5607780091e+03,2.5559067281e+03,2.3278843250e+03,1.8978517934e+03,1.3559820002e+03,8.2525781312e+02,4.1570673720e+02,1.6573047722e+02,4.9828217821e+01,1.1063252301e+01,1.5205245327e+00,1.3823419763e-01,6.7555005188e-03,1.6033736272e-04,1.6085959733e-06,5.4520484132e-09,4.9735111761e-12,8.1199577109e-16,1.5004410796e-20,2.4206953943e-26,6.3501803543e-34,4.0167732506e-43,7.4655699130e-55,1.1334898855e-69,2.5655210105e-88,6.8406197957e-112,1.6964350529e-141,5.7991708665e-179
